source,sink,probability
2359253,330304,0
2359253,4501875,1
2658445,3651664,0
2658445,1011047,1
1230589,3338751,0
1230589,4105890,1
3774,1571934,0
3774,4094292,1
2806367,49287,0
2806367,3327381,1
2149476,3814188,0
2149476,3818156,1
449541,4840625,0
449541,775633,1
4460693,1280052,0
4460693,819643,1
655123,3196922,0
655123,8773,1
1064955,2321542,0
1064955,4153992,1
3131838,3177589,0
3131838,3066443,1
1709046,782767,0
1709046,1591155,1
4118168,1005407,0
4118168,3303145,1
2808935,2090523,0
2808935,4360501,1
3343693,3686766,0
3343693,2023208,1
4107206,413959,0
4107206,4750189,1
3059686,102425,0
3059686,2628565,1
639248,79480,0
639248,1705675,1
1098429,486844,0
1098429,115538,1
4193311,4494386,0
4193311,3667904,1
3220336,720614,0
3220336,2499358,1
4585614,2141642,0
4585614,259575,1
3808085,2616715,0
3808085,1453716,1
705103,2323289,0
705103,4234040,1
2584298,1747826,0
2584298,1800760,1
3475790,583891,0
3475790,84,1
1023699,647319,0
1023699,1426052,1
680015,3269603,0
680015,3958643,1
978797,3011086,0
978797,2694454,1
1703817,2804827,0
1703817,3984877,1
929233,191360,0
929233,3871251,1
4090230,3972175,0
4090230,2000623,1
3628344,367567,0
3628344,4669464,1
835933,1391201,0
835933,401793,1
1327717,1877507,0
1327717,4308096,1
3064892,3288764,0
3064892,2118353,1
1494880,197810,0
1494880,2448796,1
3240920,3673973,0
3240920,353910,1
4035947,1594981,0
4035947,1803023,1
4653086,506716,0
4653086,3737308,1
3496038,696308,0
3496038,1837558,1
2545157,3417660,0
2545157,826410,1
2610150,628423,0
2610150,4449429,1
1743985,1222823,0
1743985,2290870,1
139641,3611293,0
139641,1321472,1
4173523,574858,0
4173523,1960714,1
2073247,2935897,0
2073247,2023727,1
499918,3877316,0
499918,517304,1
1292305,4806598,0
1292305,2331476,1
2388846,683107,0
2388846,508162,1
2707591,838985,0
2707591,3053774,1
4488227,4515575,0
4488227,3310669,1
166029,648705,0
166029,3615843,1
3999673,4648933,0
3999673,2422678,1
3953076,3747839,0
3953076,2399146,1
3483561,4479873,0
3483561,358794,1
1486836,630205,0
1486836,4491042,1
1191030,3208388,0
1191030,3205153,1
3802822,4212781,0
3802822,2994238,1
3349354,3860454,0
3349354,4440696,1
3474622,940132,0
3474622,4535241,1
3375975,4332847,0
3375975,1827786,1
4233503,876253,0
4233503,1804031,1
2702369,2787547,0
2702369,3379680,1
813400,1389857,0
813400,3886125,1
272195,4589323,0
272195,1947446,1
4220986,1891206,0
4220986,1242043,1
1610825,776366,0
1610825,3933341,1
4644889,4369424,0
4644889,609456,1
4563684,909571,0
4563684,2217247,1
777257,359663,0
777257,1520840,1
3090222,880359,0
3090222,203736,1
2064376,2756744,0
2064376,3068475,1
2550957,349790,0
2550957,3160615,1
356110,1679737,0
356110,4335615,1
1657157,4519114,0
1657157,2880269,1
2487437,3785812,0
2487437,2573814,1
4360609,4499796,0
4360609,3118759,1
4141211,1147113,0
4141211,446080,1
3947013,3197112,0
3947013,2031462,1
893655,3592871,0
893655,4717266,1
1077073,747124,0
1077073,4166725,1
2901712,1745502,0
2901712,2574394,1
2507470,4428116,0
2507470,920266,1
3747953,4809734,0
3747953,1769882,1
1430874,1509308,0
1430874,3987006,1
4687938,4437599,0
4687938,1551854,1
2768190,2872432,0
2768190,875584,1
2222226,3567068,0
2222226,2598794,1
3750864,893444,0
3750864,895854,1
3050644,3020373,0
3050644,1000106,1
3018106,1288464,0
3018106,584055,1
4152569,3905975,0
4152569,3438576,1
2080604,3940475,0
2080604,3509563,1
270806,2250198,0
270806,1267646,1
4853007,2437326,0
4853007,1081019,1
2618430,4178898,0
2618430,3550135,1
3177962,354697,0
3177962,1701624,1
1963596,800851,0
1963596,4503566,1
4845206,3932653,0
4845206,1167065,1
37351,736356,0
37351,3251624,1
1392958,570523,0
1392958,4185195,1
282836,1393626,0
282836,4313335,1
3289742,3389833,0
3289742,2728624,1
681618,53403,0
681618,657344,1
2409567,575951,0
2409567,2987954,1
3237836,937125,0
3237836,3328426,1
2019864,3413441,0
2019864,410527,1
3769447,4532566,0
3769447,2388780,1
3508602,2327417,0
3508602,404681,1
2619822,582866,0
2619822,1435538,1
258720,4773458,0
258720,2547917,1
1683041,1130026,0
1683041,1777298,1
388875,3954180,0
388875,4124841,1
1753488,826919,0
1753488,1436174,1
2831069,4092422,0
2831069,2789152,1
4375025,1670924,0
4375025,1515166,1
1792279,373102,0
1792279,2714275,1
3188679,3526331,0
3188679,2824344,1
2359255,864497,0
2359255,317816,1
4779065,3151857,0
4779065,2018072,1
195401,4312902,0
195401,1293953,1
4085906,1342463,0
4085906,4088798,1
4828666,2621408,0
4828666,1779321,1
1702465,2472445,0
1702465,914132,1
211450,1736314,0
211450,1461321,1
535536,1020247,0
535536,3277079,1
560088,4522415,0
560088,4660570,1
666212,744006,0
666212,3840026,1
2651460,4048172,0
2651460,4355741,1
567973,703853,0
567973,2640408,1
2708776,122187,0
2708776,1214333,1
49336,1159857,0
49336,658157,1
1100073,748112,0
1100073,2650412,1
2699054,2564117,0
2699054,1227145,1
786159,4174548,0
786159,1863851,1
236630,2387492,0
236630,144055,1
3988413,954069,0
3988413,63202,1
4019502,3008152,0
4019502,680013,1
1355777,3224330,0
1355777,2110512,1
4275432,3846541,0
4275432,1055449,1
3141932,139968,0
3141932,1371158,1
688253,1575722,0
688253,4360904,1
1126924,4453181,0
1126924,4139622,1
4255956,1911912,0
4255956,2744116,1
2959473,853822,0
2959473,2516355,1
3694024,3733708,0
3694024,503908,1
3210349,1573339,0
3210349,4625484,1
2844026,320655,0
2844026,1665155,1
4216599,2857196,0
4216599,1494681,1
2856965,3656815,0
2856965,2327762,1
607773,1937953,0
607773,3924512,1
1453119,3045654,0
1453119,26800,1
2827836,2901612,0
2827836,3320114,1
325196,1392117,0
325196,1961696,1
3606650,3515685,0
3606650,892466,1
2979588,526909,0
2979588,3767272,1
300989,933426,0
300989,901447,1
860308,271236,0
860308,330024,1
2678722,346272,0
2678722,3656232,1
625391,3157275,0
625391,4752860,1
3862871,1605916,0
3862871,4836679,1
688537,3889970,0
688537,1512714,1
1802879,452012,0
1802879,3586258,1
3786809,3244621,0
3786809,560612,1
26269,4608543,0
26269,3857691,1
3829011,3865999,0
3829011,4547438,1
3726219,1213313,0
3726219,877459,1
2902190,110967,0
2902190,4125443,1
3088808,3897013,0
3088808,3751202,1
636814,1116404,0
636814,4039607,1
4513854,3289449,0
4513854,1387983,1
500744,1147024,0
500744,3026066,1
2837948,4325657,0
2837948,4602020,1
2293122,3581331,0
2293122,2191140,1
3015056,2531959,0
3015056,3132939,1
613375,614800,0
613375,2349357,1
3279253,101888,0
3279253,3262988,1
4268264,4361230,0
4268264,3212158,1
928477,3510130,0
928477,2515161,1
3356765,4461732,0
3356765,3379904,1
1460879,717051,0
1460879,528217,1
4499122,1544632,0
4499122,639998,1
1318501,3749867,0
1318501,3589567,1
3387402,2844156,0
3387402,616292,1
1126953,3772484,0
1126953,2760277,1
1592464,3122234,0
1592464,948024,1
1986899,4695999,0
1986899,288960,1
3692982,339507,0
3692982,1259030,1
2763276,3470643,0
2763276,2709156,1
2379785,2704694,0
2379785,4625754,1
2345360,4772820,0
2345360,987610,1
685394,1008622,0
685394,2465684,1
2909366,3116455,0
2909366,4671804,1
124805,348109,0
124805,3667272,1
1621187,4725361,0
1621187,4844610,1
3949507,607429,0
3949507,332505,1
3198053,2684857,0
3198053,2311311,1
2284094,269466,0
2284094,2655506,1
3216843,3210876,0
3216843,2077431,1
1975845,439520,0
1975845,3099845,1
2037518,4533125,0
2037518,999116,1
1295332,3585343,0
1295332,3417663,1
2708149,971937,0
2708149,2831199,1
1530138,3869129,0
1530138,3476089,1
119026,1269686,0
119026,1490239,1
2444581,816637,0
2444581,2307351,1
1926532,803875,0
1926532,4306180,1
1766951,1328687,0
1766951,1939318,1
3347925,1905764,0
3347925,3146712,1
3471881,2173389,0
3471881,1370422,1
4345228,2654207,0
4345228,4859577,1
3341107,4528685,0
3341107,4092171,1
28346,4312053,0
28346,3380480,1
123587,2551575,0
123587,743292,1
716140,4098195,0
716140,2478961,1
3567974,250138,0
3567974,4494670,1
3531006,3485006,0
3531006,3160057,1
779657,3732424,0
779657,1436216,1
1966039,2119117,0
1966039,4008930,1
2089261,3910985,0
2089261,2729477,1
1595696,1056721,0
1595696,1886778,1
10760,1593076,0
10760,3855330,1
3184374,1065401,0
3184374,2974989,1
4727875,1987563,0
4727875,3655985,1
489387,1574617,0
489387,770054,1
103850,42911,0
103850,4149942,1
635677,2800170,0
635677,1008731,1
2158997,4244903,0
2158997,2681923,1
3896044,1087724,0
3896044,1843507,1
2465843,983680,0
2465843,841964,1
2500093,2748725,0
2500093,424897,1
791866,3804572,0
791866,3651179,1
2306134,3772975,0
2306134,2782984,1
215109,4507997,0
215109,239024,1
1790577,2114754,0
1790577,3623615,1
4485604,482123,0
4485604,3081236,1
1636298,917506,0
1636298,4658644,1
2772496,3189934,0
2772496,1966847,1
2473558,4316794,0
2473558,718554,1
2047923,3815058,0
2047923,686846,1
2497238,2757262,0
2497238,602406,1
1890272,3045635,0
1890272,3557381,1
4523612,2220936,0
4523612,436186,1
3539079,1768198,0
3539079,3686120,1
3946789,898841,0
3946789,438351,1
1698546,2015492,0
1698546,3670886,1
577850,2672087,0
577850,3073703,1
3967814,2494217,0
3967814,1589786,1
2948955,1953878,0
2948955,3001375,1
4621335,4709645,0
4621335,3740315,1
1136157,1405461,0
1136157,3576703,1
3825321,754502,0
3825321,4152069,1
1697045,3870702,0
1697045,1280515,1
3875686,2875629,0
3875686,529075,1
598928,2585431,0
598928,3629213,1
4433918,3302625,0
4433918,4754251,1
2176253,2537362,0
2176253,4740802,1
4746881,2832541,0
4746881,1620943,1
1562387,4350372,0
1562387,2275935,1
1241907,3215844,0
1241907,3422324,1
1569537,1732230,0
1569537,149660,1
1402559,3512516,0
1402559,4560523,1
3941858,4460705,0
3941858,1354144,1
3504981,4623507,0
3504981,1147247,1
1431076,2789967,0
1431076,3152571,1
2021728,2195353,0
2021728,1700797,1
4850810,2099120,0
4850810,1382587,1
648313,912839,0
648313,2286894,1
3579525,3579045,0
3579525,125695,1
858760,4470821,0
858760,897563,1
283009,633657,0
283009,3124485,1
928104,4484203,0
928104,1542420,1
2208554,455660,0
2208554,2260014,1
2131292,3864599,0
2131292,275883,1
550749,2704189,0
550749,892276,1
3028917,4064594,0
3028917,2600739,1
3431315,588285,0
3431315,1385713,1
1971770,3415474,0
1971770,3441479,1
4330540,3619500,0
4330540,1726076,1
3049925,641481,0
3049925,2842994,1
3137050,696375,0
3137050,3241714,1
3970139,4585819,0
3970139,963632,1
2691102,4419569,0
2691102,1785162,1
1541364,3587118,0
1541364,3094886,1
4105652,3961279,0
4105652,3702502,1
4795528,3077045,0
4795528,3241251,1
3689845,1410585,0
3689845,4864996,1
172361,907981,0
172361,2936385,1
731671,1042088,0
731671,3165745,1
4695928,3170373,0
4695928,4300089,1
3134099,2645613,0
3134099,256075,1
1834160,2947485,0
1834160,627727,1
339019,1662920,0
339019,1598499,1
940526,2338129,0
940526,2963701,1
3628038,2853780,0
3628038,2175911,1
354788,3856959,0
354788,4561074,1
4425972,2443080,0
4425972,1030470,1
91095,303876,0
91095,1198277,1
858518,1654150,0
858518,3494785,1
708086,1542869,0
708086,300239,1
4670374,560633,0
4670374,2739443,1
3062217,4757440,0
3062217,3806824,1
4634362,1776907,0
4634362,3710021,1
1282135,2907528,0
1282135,3709990,1
4398614,4719340,0
4398614,4338034,1
528463,2095655,0
528463,1602964,1
953685,2158111,0
953685,1749713,1
748019,1603225,0
748019,3743204,1
3169539,3879460,0
3169539,1365499,1
2038491,3687996,0
2038491,2842695,1
3375013,3576729,0
3375013,2365572,1
2333209,947857,0
2333209,317865,1
758436,1812631,0
758436,564036,1
2166043,4757240,0
2166043,151652,1
30224,4838388,0
30224,625383,1
979064,514541,0
979064,1627800,1
3837347,4573528,0
3837347,1870598,1
479208,1083519,0
479208,2870330,1
238046,1072857,0
238046,3812698,1
297129,4604190,0
297129,4793499,1
3609911,838088,0
3609911,1718505,1
3645392,4776032,0
3645392,2132349,1
3008554,4410344,0
3008554,1371167,1
3384751,1532150,0
3384751,1429363,1
577580,3618667,0
577580,4493441,1
4069023,2926367,0
4069023,4025838,1
2798422,278020,0
2798422,3068185,1
1828049,2616476,0
1828049,2539367,1
2964390,2747696,0
2964390,1504493,1
2757156,2791492,0
2757156,4178055,1
2079273,1051920,0
2079273,2916910,1
3451880,2437394,0
3451880,1495009,1
2086479,578663,0
2086479,2962391,1
172144,1238511,0
172144,975572,1
176858,3341980,0
176858,846706,1
1957566,466256,0
1957566,4085056,1
1620212,4633717,0
1620212,3516723,1
3188223,3819254,0
3188223,4125536,1
3614938,1976722,0
3614938,1800370,1
4671085,3698704,0
4671085,1092059,1
3033875,3818939,0
3033875,3365670,1
2857094,4227844,0
2857094,1758724,1
232751,3891744,0
232751,4337203,1
3454057,3623453,0
3454057,3932712,1
836113,3580086,0
836113,3657624,1
3693492,3548396,0
3693492,3272056,1
2049062,437403,0
2049062,1982309,1
1159698,1210122,0
1159698,35349,1
1519367,1739991,0
1519367,3004250,1
3563303,1481111,0
3563303,3858603,1
984459,875177,0
984459,205839,1
214814,3515453,0
214814,3638272,1
428287,4316597,0
428287,3605065,1
2285054,4696432,0
2285054,580637,1
3284522,2254074,0
3284522,1317478,1
861712,402328,0
861712,4200131,1
2120837,1524536,0
2120837,4226257,1
4683905,4124892,0
4683905,869003,1
3996838,842481,0
3996838,4188800,1
2329255,54206,0
2329255,689973,1
1815192,630048,0
1815192,2291145,1
4281922,2611062,0
4281922,2340192,1
4329730,4036954,0
4329730,1400426,1
1261721,3089178,0
1261721,3135603,1
3000578,3148196,0
3000578,2620255,1
896942,1463427,0
896942,1781606,1
1914212,2676245,0
1914212,1234540,1
2840920,1836277,0
2840920,1250021,1
4445693,4386567,0
4445693,3651179,1
2093911,2836415,0
2093911,1679760,1
1288932,702500,0
1288932,2759583,1
1349814,2089115,0
1349814,349375,1
2887973,447448,0
2887973,468316,1
1564140,913699,0
1564140,4849449,1
2363016,73861,0
2363016,4651569,1
805258,4377917,0
805258,3894623,1
4715050,2363689,0
4715050,3895073,1
447838,4200090,0
447838,2611105,1
4187061,1749611,0
4187061,660674,1
1234537,2532176,0
1234537,3510545,1
991610,3020569,0
991610,3357903,1
1831299,553965,0
1831299,651111,1
1970852,2935574,0
1970852,2445703,1
2532325,2757864,0
2532325,2821095,1
1315007,3870565,0
1315007,4330984,1
4672561,155653,0
4672561,4201098,1
3532518,4809422,0
3532518,286966,1
4671601,4372279,0
4671601,3392489,1
4246803,3454803,0
4246803,2962548,1
3554097,2419595,0
3554097,3428278,1
1528601,4344005,0
1528601,4259716,1
1171664,3885448,0
1171664,4630758,1
2323174,80481,0
2323174,1650875,1
3398118,4454755,0
3398118,537174,1
1015986,6226,0
1015986,1389345,1
4331714,708475,0
4331714,515143,1
4443577,2992873,0
4443577,1552567,1
2898669,4381100,0
2898669,917054,1
4143994,4634358,0
4143994,770104,1
3028427,3934365,0
3028427,4264220,1
3093057,20594,0
3093057,2799939,1
1344909,4128537,0
1344909,2816891,1
2475404,3042956,0
2475404,566321,1
2592354,1342987,0
2592354,375441,1
2086091,3689116,0
2086091,186340,1
1272751,1861544,0
1272751,1950614,1
2006474,4793199,0
2006474,2197508,1
3088102,1200455,0
3088102,2708398,1
2236210,3162259,0
2236210,2118358,1
2130979,2161207,0
2130979,2357943,1
3983985,1862956,0
3983985,2251645,1
596844,966,0
596844,3791549,1
3118804,2328744,0
3118804,2341005,1
3729969,2700464,0
3729969,1209091,1
1126514,211947,0
1126514,3634207,1
2723733,3497243,0
2723733,984340,1
1575124,2210068,0
1575124,371379,1
4712099,1470212,0
4712099,4556520,1
1495135,4078945,0
1495135,880203,1
4768755,2616490,0
4768755,2692978,1
1382056,2116962,0
1382056,2484181,1
1750846,4818412,0
1750846,1294173,1
2590375,1094190,0
2590375,2151756,1
2892500,1499452,0
2892500,4610766,1
3799189,827257,0
3799189,2877916,1
3708924,2092837,0
3708924,4786694,1
1498322,2072131,0
1498322,933364,1
4075677,1455174,0
4075677,4528658,1
2978024,2856403,0
2978024,593896,1
3238429,3779312,0
3238429,4435864,1
70007,4591779,0
70007,3647925,1
1466684,4073656,0
1466684,246244,1
1142005,4556310,0
1142005,4481463,1
1898822,1712616,0
1898822,4233501,1
2123291,1700685,0
2123291,2622057,1
3132628,843583,0
3132628,2434515,1
94189,1712200,0
94189,4479581,1
3539385,348476,0
3539385,2712239,1
3173211,269164,0
3173211,4068547,1
874897,1408849,0
874897,520017,1
301457,4604917,0
301457,3591951,1
746730,77636,0
746730,851103,1
279458,563613,0
279458,3974106,1
1136368,4027444,0
1136368,4044496,1
1939936,2448650,0
1939936,3797960,1
3509732,2618071,0
3509732,537917,1
4123758,3213374,0
4123758,1424571,1
1465606,1153363,0
1465606,487311,1
3755910,596515,0
3755910,2905343,1
696405,784992,0
696405,2309277,1
1476682,1854437,0
1476682,103038,1
4439803,1675186,0
4439803,1213088,1
2226235,1463543,0
2226235,944739,1
3179838,1837121,0
3179838,1345687,1
4759269,3375518,0
4759269,3638272,1
4268256,2907098,0
4268256,272929,1
991839,1721291,0
991839,3846856,1
1232882,1248577,0
1232882,1177199,1
1364723,2273601,0
1364723,2222777,1
3907500,1635282,0
3907500,439071,1
374137,4860425,0
374137,178601,1
4045327,928381,0
4045327,1108343,1
4771707,4245126,0
4771707,45123,1
4704290,2229384,0
4704290,4640166,1
949229,2741367,0
949229,3689055,1
2829405,2694001,0
2829405,3454055,1
3134546,2741422,0
3134546,789552,1
1302472,2908726,0
1302472,3420677,1
2182384,1433974,0
2182384,293274,1
4738394,2124117,0
4738394,3768028,1
3581756,4312613,0
3581756,3208894,1
408149,548895,0
408149,4294000,1
1188411,4548673,0
1188411,4373340,1
3401150,2550271,0
3401150,1599320,1
1781331,1263005,0
1781331,2316471,1
591909,3915913,0
591909,2957942,1
2842419,1521855,0
2842419,360185,1
4535309,3637682,0
4535309,2587651,1
573281,4013528,0
573281,933154,1
1557168,4126471,0
1557168,2179477,1
2325278,4588455,0
2325278,3073465,1
1906021,2345523,0
1906021,1202593,1
4256628,1051076,0
4256628,2700537,1
3367373,1119735,0
3367373,287529,1
1505328,3930346,0
1505328,955123,1
862431,3632815,0
862431,3636502,1
2946219,1849912,0
2946219,771599,1
134178,2812454,0
134178,2246920,1
3946520,595159,0
3946520,1432650,1
2046319,242894,0
2046319,1502373,1
2295702,2049791,0
2295702,4823828,1
871353,4099343,0
871353,4387144,1
2054912,3609350,0
2054912,415389,1
2343095,3961521,0
2343095,4102489,1
2523999,1533896,0
2523999,683181,1
505578,2938597,0
505578,1257329,1
2113536,3625527,0
2113536,2418340,1
3106877,3902839,0
3106877,665941,1
104987,1433019,0
104987,2010186,1
2270280,3383072,0
2270280,93538,1
3584971,4053926,0
3584971,1359342,1
886243,2001008,0
886243,2299898,1
4485028,2193060,0
4485028,2564159,1
3658350,2192000,0
3658350,1480059,1
4233089,4019129,0
4233089,1724765,1
3195529,1419066,0
3195529,534725,1
4105945,2686867,0
4105945,3134736,1
4524163,2893452,0
4524163,3571806,1
4745615,1585902,0
4745615,876665,1
571766,3065843,0
571766,1653497,1
1689105,4743273,0
1689105,321102,1
1725406,966957,0
1725406,2880153,1
4750212,3637470,0
4750212,371379,1
3264096,1948032,0
3264096,1615261,1
4586549,2723934,0
4586549,3586594,1
4316559,564037,0
4316559,1956478,1
4073343,453214,0
4073343,2576910,1
4207089,3763618,0
4207089,943153,1
2890380,4700849,0
2890380,3539521,1
4123432,1937970,0
4123432,3209321,1
2527345,2320864,0
2527345,2314614,1
2635935,4648845,0
2635935,3408676,1
1823786,2395646,0
1823786,712921,1
2376245,3695345,0
2376245,277125,1
2391232,3800789,0
2391232,2220504,1
82918,4842685,0
82918,3058241,1
19933,3800443,0
19933,3848513,1
2554897,1907250,0
2554897,3264096,1
2075818,624639,0
2075818,4421341,1
1836309,3829537,0
1836309,4335220,1
2241489,1545866,0
2241489,2049519,1
1439091,3899935,0
1439091,41600,1
4383778,2262923,0
4383778,354904,1
2718650,2509249,0
2718650,3958503,1
3820148,3997364,0
3820148,1082199,1
4660661,3433910,0
4660661,2888834,1
3911166,602891,0
3911166,1066912,1
1721635,4201941,0
1721635,3565454,1
2393909,4638869,0
2393909,2343253,1
2466056,1434084,0
2466056,1903740,1
3736455,4182552,0
3736455,4373340,1
3110816,1268545,0
3110816,1866167,1
4095026,4201313,0
4095026,2772113,1
859585,671539,0
859585,1029463,1
2382736,71100,0
2382736,1391451,1
4029434,3259726,0
4029434,3090457,1
4372757,1583116,0
4372757,3549618,1
4222789,1564030,0
4222789,1804852,1
517189,2259830,0
517189,2661140,1
4256076,1172378,0
4256076,3212398,1
4722994,4263188,0
4722994,2035167,1
4156291,4250829,0
4156291,1758501,1
3686310,3666636,0
3686310,887767,1
4436953,4667194,0
4436953,3989227,1
4226583,384783,0
4226583,220180,1
4541596,720402,0
4541596,3227818,1
97186,2346227,0
97186,4103612,1
1154809,4832338,0
1154809,1393909,1
2702438,2569270,0
2702438,1521114,1
3352319,3637521,0
3352319,2257251,1
2895033,3082621,0
2895033,2195894,1
1678359,605430,0
1678359,1654074,1
1032721,3745756,0
1032721,4586016,1
2673089,2024276,0
2673089,507761,1
2720228,2421982,0
2720228,4070535,1
2960041,3303363,0
2960041,1283161,1
623302,956372,0
623302,2291249,1
1953766,3483352,0
1953766,2932519,1
1583804,2496521,0
1583804,339960,1
2355232,643798,0
2355232,4866892,1
2240779,1009922,0
2240779,1394389,1
2542832,4406719,0
2542832,1436668,1
3313845,3180389,0
3313845,189996,1
3460440,795007,0
3460440,3791370,1
655339,3359677,0
655339,384686,1
3190793,124311,0
3190793,4575452,1
4825045,4253726,0
4825045,2063473,1
4310430,2688932,0
4310430,2010864,1
4746749,670594,0
4746749,1230427,1
3654276,67321,0
3654276,4680760,1
4611670,3370534,0
4611670,956514,1
2390597,4503782,0
2390597,2202786,1
3130343,2593316,0
3130343,1319182,1
1471188,99312,0
1471188,3130343,1
837656,1289734,0
837656,2887979,1
4327222,4373969,0
4327222,3410360,1
3379889,8400,0
3379889,830169,1
2828989,1263416,0
2828989,2128716,1
1063857,504692,0
1063857,3698868,1
4853507,2514383,0
4853507,208289,1
2688678,2055653,0
2688678,1579099,1
251039,1726501,0
251039,3305012,1
4598624,41449,0
4598624,862170,1
3898456,651506,0
3898456,625864,1
569269,1387357,0
569269,784020,1
1553390,3243626,0
1553390,380998,1
4717055,3386643,0
4717055,1285515,1
898915,2959062,0
898915,868022,1
4140279,2008125,0
4140279,750057,1
2247657,1193968,0
2247657,3021512,1
3806161,3960100,0
3806161,2492392,1
169008,1953628,0
169008,2592649,1
3184555,2923413,0
3184555,3361443,1
2929195,1439547,0
2929195,1994821,1
613620,1115729,0
613620,777257,1
4044128,1809420,0
4044128,2286140,1
1018189,4768766,0
1018189,4347654,1
2140896,4703128,0
2140896,4797468,1
4379662,689496,0
4379662,1459043,1
4407691,27962,0
4407691,1775879,1
1698665,2014371,0
1698665,1505462,1
3863143,231953,0
3863143,2538593,1
1135510,3651987,0
1135510,247041,1
3797611,4507904,0
3797611,1380766,1
3786260,4237828,0
3786260,3402731,1
633851,3212880,0
633851,2146645,1
2678804,4697264,0
2678804,336437,1
1807730,4234862,0
1807730,1462645,1
1603718,3684093,0
1603718,871402,1
718355,4139475,0
718355,791866,1
272941,1837900,0
272941,1772620,1
2485529,4648510,0
2485529,3992471,1
1887709,430884,0
1887709,2461990,1
1037166,4262846,0
1037166,1845445,1
2339440,450098,0
2339440,2027711,1
1992276,2731199,0
1992276,3684652,1
2947429,439934,0
2947429,591441,1
1962388,943737,0
1962388,401793,1
1556988,4075886,0
1556988,4027460,1
4361297,1918501,0
4361297,439557,1
2265847,4569581,0
2265847,2477256,1
320791,76127,0
320791,431086,1
892941,4381710,0
892941,4624712,1
3151252,810003,0
3151252,655451,1
908746,2125153,0
908746,24671,1
1136395,617969,0
1136395,3662569,1
2629743,3339558,0
2629743,1363718,1
700656,3332816,0
700656,39078,1
3733045,269004,0
3733045,4176860,1
4033337,2054967,0
4033337,3026372,1
579164,4587336,0
579164,3333154,1
3113144,1260912,0
3113144,1827786,1
4563180,3571812,0
4563180,3238565,1
112565,1167972,0
112565,856836,1
3882587,2710015,0
3882587,1516101,1
1729990,2040231,0
1729990,451138,1
4105890,4715765,0
4105890,2476351,1
1528477,3489805,0
1528477,2950557,1
3256180,3325715,0
3256180,1017205,1
3703542,191321,0
3703542,2406057,1
4570113,1877939,0
4570113,1454584,1
3145082,3413442,0
3145082,1252520,1
2823666,2347474,0
2823666,2122154,1
160338,1634046,0
160338,3915766,1
1442837,3109530,0
1442837,4657888,1
2169223,4557844,0
2169223,4419179,1
3421325,3791388,0
3421325,2239951,1
2578542,2635365,0
2578542,4660687,1
2537360,2326633,0
2537360,3502325,1
4828247,2253581,0
4828247,265009,1
248680,4771097,0
248680,3090999,1
4312522,2100372,0
4312522,2387821,1
1855133,593334,0
1855133,3023130,1
635715,247941,0
635715,2039369,1
4840319,3901532,0
4840319,2657284,1
4318582,2800488,0
4318582,4632035,1
4852889,2691280,0
4852889,4421493,1
1132516,3402526,0
1132516,2165636,1
1581655,3957165,0
1581655,3529041,1
3229211,4567468,0
3229211,4058310,1
480180,2514258,0
480180,3936176,1
2877633,979188,0
2877633,3649497,1
3286320,3342929,0
3286320,650788,1
1301505,3124616,0
1301505,405911,1
1222466,3328187,0
1222466,4785536,1
4705972,270072,0
4705972,2756180,1
4856586,1137971,0
4856586,2088703,1
2321367,4468280,0
2321367,1734500,1
4090769,4318058,0
4090769,261034,1
3053752,592983,0
3053752,2757573,1
1348319,884581,0
1348319,2876157,1
1557086,2279439,0
1557086,1648498,1
725974,712763,0
725974,4132643,1
4044141,2473921,0
4044141,4135599,1
1486758,4862294,0
1486758,3246920,1
2673837,1700744,0
2673837,2326865,1
1092261,3760374,0
1092261,1597587,1
2560113,4845881,0
2560113,2016159,1
3002538,315329,0
3002538,3632259,1
2571252,653280,0
2571252,4203593,1
1575009,4152199,0
1575009,2448404,1
1289000,2557831,0
1289000,4090349,1
1464680,1526471,0
1464680,1984956,1
882198,1472435,0
882198,2466990,1
3506612,1159200,0
3506612,1971617,1
2752180,344542,0
2752180,327993,1
847150,291095,0
847150,32352,1
1990044,1972489,0
1990044,639648,1
3469410,3711547,0
3469410,2151201,1
1422876,390601,0
1422876,3869746,1
3786156,183771,0
3786156,4718806,1
4519943,752883,0
4519943,567581,1
3594982,4617938,0
3594982,1405797,1
637416,982591,0
637416,1124680,1
1883219,4257167,0
1883219,3134736,1
2430005,4128534,0
2430005,2932337,1
2798000,1823603,0
2798000,2327568,1
3836503,4674091,0
3836503,4292040,1
1063888,2092203,0
1063888,4126230,1
1533762,2372328,0
1533762,2594101,1
2509737,1274328,0
2509737,4001817,1
3676252,325104,0
3676252,4459649,1
4705505,2114279,0
4705505,3045502,1
3451655,2414949,0
3451655,4251190,1
1180558,4155509,0
1180558,2344789,1
4460371,3097042,0
4460371,825952,1
4577918,325,0
4577918,3718057,1
3911134,967311,0
3911134,4360582,1
2476733,4795185,0
2476733,4337018,1
3897310,3099993,0
3897310,59938,1
4543011,3080197,0
4543011,2635972,1
1011512,4841953,0
1011512,3711658,1
1943469,3981879,0
1943469,2531926,1
1067623,4256746,0
1067623,4819272,1
1309175,3448891,0
1309175,3702411,1
3249763,3677846,0
3249763,1224736,1
1383948,4301464,0
1383948,4414047,1
493158,880220,0
493158,659303,1
4185718,635123,0
4185718,4589586,1
3042004,405394,0
3042004,1665401,1
